0 , -375819.384602166
0.001 , -374213.904470618
0.002 , -372614.559679743
0.003 , -371021.323121285
0.004 , -369434.167829844
0.005 , -367853.066981991
0.006 , -366277.993895391
0.007 , -364708.922027933
0.008 , -363145.824976862
0.009 , -361588.676477921
0.01 , -360037.4504045
0.011 , -358492.120766786
0.012 , -356952.661710925
0.013 , -355419.047518185
0.014 , -353891.252604127
0.015 , -352369.251517783
0.016 , -350853.01894084
0.017 , -349342.529686824
0.018 , -347837.758700299
0.019 , -346338.681056062
0.02 , -344845.271958354
0.021 , -343357.506740067
0.022 , -341875.36086196
0.023 , -340398.809911885
0.024 , -338927.829604012
0.025 , -337462.395778062
0.026 , -336002.484398544
0.027 , -334548.071554004
0.028 , -333099.133456266
0.029 , -331655.646439692
0.03 , -330217.586960441
0.031 , -328784.931595731
0.032 , -327357.657043109
0.033 , -325935.740119727
0.034 , -324519.157761622
0.035 , -323107.887022999
0.036 , -321701.905075524
0.037 , -320301.189207613
0.038 , -318905.716823736
0.039 , -317515.465443723
0.04 , -316130.412702065
0.041 , -314750.536347238
0.042 , -313375.814241015
0.043 , -312006.224357791
0.044 , -310641.744783912
0.045 , -309282.353717005
0.046 , -307928.02946532
0.047 , -306578.750447065
0.048 , -305234.49518976
0.049 , -303895.242329582
0.05 , -302560.97061072
0.051 , -301231.65888474
0.052 , -299907.286109942
0.053 , -298587.831350735
0.054 , -297273.273777004
0.055 , -295963.59266349
0.056 , -294658.767389171
0.057 , -293358.777436644
0.058 , -292063.602391522
0.059 , -290773.221941817
0.06 , -289487.615877348
0.061 , -288206.764089136
0.062 , -286930.646568814
0.063 , -285659.243408033
0.064 , -284392.53479788
0.065 , -283130.501028292
0.066 , -281873.122487481
0.067 , -280620.379661357
0.068 , -279372.253132961
0.069 , -278128.723581894
0.07 , -276889.771783756
0.071 , -275655.37860959
0.072 , -274425.52502532
0.073 , -273200.192091207
0.074 , -271979.360961296
0.075 , -270763.012882871
0.076 , -269551.129195921
0.077 , -268343.691332595
0.078 , -267140.680816674
0.079 , -265942.079263039
0.08 , -264747.868377145
0.081 , -263558.029954497
0.082 , -262372.545880134
0.083 , -261191.39812811
0.084 , -260014.568760982
0.085 , -258842.039929302
0.086 , -257673.79387111
0.087 , -256509.812911435
0.088 , -255350.079461789
0.089 , -254194.576019679
0.09 , -253043.285168109
0.091 , -251896.189575095
0.092 , -250753.271993175
0.093 , -249614.515258929
0.094 , -248479.902292497
0.095 , -247349.416097107
0.096 , -246223.039758595
0.097 , -245100.75644494
0.098 , -243982.549405796
0.099 , -242868.401972026
0.1 , -241758.297555242
0.101 , -240652.219647348
0.102 , -239550.151820082
0.103 , -238452.077724568
0.104 , -237357.981090862
0.105 , -236267.845727511
0.106 , -235181.655521106
0.107 , -234099.394435842
0.108 , -233021.046513082
0.109 , -231946.59587092
0.11 , -230876.026703753
0.111 , -229809.323281846
0.112 , -228746.469950912
0.113 , -227687.451131683
0.114 , -226632.251319491
0.115 , -225580.855083854
0.116 , -224533.247068054
0.117 , -223489.411988726
0.118 , -222449.334635453
0.119 , -221412.999870351
0.12 , -220380.392627669
0.121 , -219351.497913386
0.122 , -218326.300804809
0.123 , -217304.786450182
0.124 , -216286.940068281
0.125 , -215272.746948033
0.126 , -214262.19244812
0.127 , -213255.261996593
0.128 , -212251.941090489
0.129 , -211252.215295446
0.13 , -210256.070245329
0.131 , -209263.491641844
0.132 , -208274.465254173
0.133 , -207288.976918593
0.134 , -206307.01253811
0.135 , -205328.558082094
0.136 , -204353.599585905
0.137 , -203382.12315054
0.138 , -202414.114942265
0.139 , -201449.561192259
0.14 , -200488.448196258
0.141 , -199530.7623142
0.142 , -198576.489969875
0.143 , -197625.617650574
0.144 , -196678.131906739
0.145 , -195734.019351624
0.146 , -194793.266660949
0.147 , -193855.860572555
0.148 , -192921.787886073
0.149 , -191991.035462582
0.15 , -191063.590224275
0.151 , -190139.439154129
0.152 , -189218.569295573
0.153 , -188300.967752159
0.154 , -187386.621687239
0.155 , -186475.518323637
0.156 , -185567.644943329
0.157 , -184662.988887123
0.158 , -183761.537554339
0.159 , -182863.278402495
0.16 , -181968.198946992
0.161 , -181076.286760801
0.162 , -180187.529474156
0.163 , -179301.914774238
0.164 , -178419.430404879
0.165 , -177540.064166248
0.166 , -176663.803914554
0.167 , -175790.637561743
0.168 , -174920.5530752
0.169 , -174053.53847745
0.17 , -173189.581845866
0.171 , -172328.671312372
0.172 , -171470.795063154
0.173 , -170615.941338368
0.174 , -169764.098431854
0.175 , -168915.254690847
0.176 , -168069.398515696
0.177 , -167226.518359577
0.178 , -166386.602728218
0.179 , -165549.640179611
0.18 , -164715.619323741
0.181 , -163884.52882231
0.182 , -163056.357388459
0.183 , -162231.093786497
0.184 , -161408.72683163
0.185 , -160589.245389693
0.186 , -159772.638376881
0.187 , -158958.894759484
0.188 , -158148.00355362
0.189 , -157339.953824975
0.19 , -156534.734688541
0.191 , -155732.335308355
0.192 , -154932.744897245
0.193 , -154135.952716567
0.194 , -153341.948075955
0.195 , -152550.720333067
0.196 , -151762.258893331
0.197 , -150976.553209696
0.198 , -150193.592782385
0.199 , -149413.367158643
0.2 , -148635.865932495
0.201 , -147861.078744501
0.202 , -147088.995281511
0.203 , -146319.605276427
0.204 , -145552.898507959
0.205 , -144788.86480039
0.206 , -144027.494023335
0.207 , -143268.776091509
0.208 , -142512.700964492
0.209 , -141759.258646494
0.21 , -141008.439186124
0.211 , -140260.232676162
0.212 , -139514.629253329
0.213 , -138771.619098056
0.214 , -138031.192434265
0.215 , -137293.339529138
0.216 , -136558.050692898
0.217 , -135825.316278583
0.218 , -135095.126681828
0.219 , -134367.472340647
0.22 , -133642.343735208
0.221 , -132919.731387624
0.222 , -132199.625861734
0.223 , -131482.017762887
0.224 , -130766.897737734
0.225 , -130054.25647401
0.226 , -129344.084700328
0.227 , -128636.373185967
0.228 , -127931.112740667
0.229 , -127228.294214419
0.23 , -126527.90849726
0.231 , -125829.946519072
0.232 , -125134.399249373
0.233 , -124441.257697119
0.234 , -123750.512910503
0.235 , -123062.155976753
0.236 , -122376.178021936
0.237 , -121692.57021076
0.238 , -121011.323746375
0.239 , -120332.429870184
0.24 , -119655.879861642
0.241 , -118981.665038069
0.242 , -118309.776754455
0.243 , -117640.206403271
0.244 , -116972.945414277
0.245 , -116307.985254339
0.246 , -115645.317427236
0.247 , -114984.933473477
0.248 , -114326.824970114
0.249 , -113670.983530562
0.25 , -113017.400804409
0.251 , -112366.068477243
0.252 , -111716.978270464
0.253 , -111070.121941105
0.254 , -110425.491281657
0.255 , -109783.07811989
0.256 , -109142.874318674
0.257 , -108504.871775805
0.258 , -107869.062423829
0.259 , -107235.438229872
0.26 , -106603.991195461
0.261 , -105974.713356361
0.262 , -105347.596782395
0.263 , -104722.633577279
0.264 , -104099.815878456
0.265 , -103479.135856921
0.266 , -102860.585717062
0.267 , -102244.157696486
0.268 , -101629.844065863
0.269 , -101017.637128753
0.27 , -100407.529221451
0.271 , -99799.5127128183
0.272 , -99193.5800041257
0.273 , -98589.7235288913
0.274 , -97987.9357527213
0.275 , -97388.2091731518
0.276 , -96790.536319491
0.277 , -96194.9097526627
0.278 , -95601.3220650502
0.279 , -95009.7658803418
0.28 , -94420.2338533763
0.281 , -93832.71866999
0.282 , -93247.2130468647
0.283 , -92663.7097313758
0.284 , -92082.2015014419
0.285 , -91502.6811653749
0.286 , -90925.1415617312
0.287 , -90349.575559164
0.288 , -89775.9760562752
0.289 , -89204.3359814699
0.29 , -88634.64829281
0.291 , -88066.9059778701
0.292 , -87501.1020535933
0.293 , -86937.2295661477
0.294 , -86375.2815907845
0.295 , -85815.2512316964
0.296 , -85257.1316218764
0.297 , -84700.9159229785
0.298 , -84146.5973251778
0.299 , -83594.1690470325
0.3 , -83043.6243353462
0.301 , -82494.9564650308
0.302 , -81948.1587389707
0.303 , -81403.2244878871
0.304 , -80860.1470702034
0.305 , -80318.9198719119
0.306 , -79779.5363064396
0.307 , -79241.9898145169
0.308 , -78706.2738640451
0.309 , -78172.3819499662
0.31 , -77640.3075941321
0.311 , -77110.0443451752
0.312 , -76581.58577838
0.313 , -76054.9254955547
0.314 , -75530.0571249039
0.315 , -75006.974320902
0.316 , -74485.6707641671
0.317 , -73966.1401613361
0.318 , -73448.3762449397
0.319 , -72932.3727732787
0.32 , -72418.1235303007
0.321 , -71905.6223254778
0.322 , -71394.8629936844
0.323 , -70885.8393950763
0.324 , -70378.5454149699
0.325 , -69872.9749637226
0.326 , -69369.1219766132
0.327 , -68866.9804137239
0.328 , -68366.5442598217
0.329 , -67867.8075242417
0.33 , -67370.7642407701
0.331 , -66875.4084675284
0.332 , -66381.7342868578
0.333 , -65889.7358052048
0.334 , -65399.4071530068
0.335 , -64910.7424845785
0.336 , -64423.7359779994
0.337 , -63938.3818350013
0.338 , -63454.6742808564
0.339 , -62972.6075642668
0.34 , -62492.1759572536
